,MAE,RMSE
0.1,2.60932402507055,3.5399342371732097
0.2,2.7108226285478985,3.6639590917944496
0.30000000000000004,2.765292842528491,3.722697136206096
0.4,2.794165373786986,3.7530525486657313
0.5,2.829378335821835,3.78837303533906
0.6,2.950677813194205,3.9070131310099887
0.7000000000000001,3.024119434935017,3.987338865826238
0.8,3.243776054384806,4.213264601896207
0.9,3.299055134646978,4.270280136652848
1.0,3.316110123259843,4.290813355848144
