,MAE,RMSE
0.1,2.6038491965859616,3.518298813752492
0.2,2.705279182879494,3.647170951839694
0.30000000000000004,2.7492551574598822,3.6936420007814674
0.4,2.786537763863498,3.7356192651155435
0.5,2.8387651852876443,3.7896658228243743
0.6,2.9035804793049778,3.8505055550838945
0.7000000000000001,3.0124616371546367,3.973106043521605
0.8,3.2176444619559064,4.185590524804338
0.9,3.307589097679797,4.275584060072536
1.0,3.3247085504007465,4.2947293194881775
