,MAE,RMSE
0.1,2.639896629769186,3.566466914625152
0.2,2.7067434616072297,3.6556142202056514
0.30000000000000004,2.763929314067253,3.7216884414804023
0.4,2.803203739921218,3.7618592913160556
0.5,2.838100541068899,3.7943224255772305
0.6,2.9403365580770986,3.9006944124741314
0.7000000000000001,3.019993541564892,3.9820908068783094
0.8,3.235591529394703,4.204320291259182
0.9,3.3076005347308226,4.280043949228881
1.0,3.3236178872456112,4.298125111811186
