,MAE,RMSE
0.1,2.621721961724359,3.548716101660016
0.2,2.6989095980664755,3.641665072708134
0.30000000000000004,2.7498553410364073,3.6945428720872164
0.4,2.7981581889429896,3.7504930191275276
0.5,2.8298511554829298,3.784484024793337
0.6,2.9465749221025375,3.89901474004196
0.7000000000000001,3.0453395644220382,4.010531509013396
0.8,3.223434252350562,4.190766198357813
0.9,3.310868587263943,4.282543787076173
1.0,3.3253105961096665,4.300020162698976
